iter	Passed	Remaining
413	1499	2122
414	1502	2118
415	1506	2114
416	1509	2110
417	1512	2106
418	1516	2102
419	1519	2098
420	1523	2094
421	1527	2091
422	1532	2089
423	1535	2086
424	1540	2084
425	1544	2080
426	1547	2077
427	1551	2073
428	1555	2069
429	1559	2066
430	1562	2062
431	1565	2058
432	1569	2054
433	1572	2050
434	1575	2046
435	1578	2042
436	1583	2040
437	1586	2036
438	1590	2032
439	1593	2028
440	1601	2030
441	1606	2028
442	1610	2024
443	1613	2021
444	1617	2017
445	1621	2014
446	1624	2010
447	1628	2006
448	1631	2002
449	1634	1998
450	1638	1994
451	1641	1990
452	1645	1986
453	1648	1982
454	1651	1977
455	1654	1973
456	1657	1969
457	1661	1966
458	1664	1962
459	1668	1958
460	1671	1954
461	1675	1950
462	1678	1946
463	1681	1942
464	1684	1938
465	1688	1934
466	1691	1931
467	1695	1926
468	1702	1927
469	1706	1924
470	1710	1920
471	1713	1917
472	1717	1913
473	1720	1909
474	1723	1905
475	1727	1901
476	1730	1897
477	1733	1893
478	1737	1889
479	1740	1885
480	1743	1881
481	1746	1877
482	1750	1873
483	1753	1869
484	1756	1865
485	1760	1861
486	1763	1857
487	1766	1853
488	1769	1849
489	1772	1845
490	1776	1841
491	1779	1837
492	1783	1834
493	1795	1839
494	1799	1836
495	1803	1832
496	1807	1829
497	1811	1826
498	1815	1822
499	1818	1818
500	1822	1815
501	1826	1811
502	1830	1808
503	1833	1804
504	1837	1801
505	1840	1797
506	1844	1793
507	1847	1789
508	1851	1786
509	1855	1782
510	1859	1779
511	1862	1775
512	1865	1771
513	1868	1766
514	1871	1762
515	1875	1758
516	1878	1754
517	1882	1751
518	1885	1747
519	1889	1743
520	1892	1740
521	1896	1736
522	1899	1732
523	1902	1728
524	1906	1724
525	1909	1720
526	1912	1716
527	1916	1712
528	1919	1709
529	1923	1705
530	1927	1702
531	1931	1698
532	1935	1695
533	1938	1691
534	1941	1687
535	1945	1683
536	1948	1679
537	1951	1675
538	1954	1672
539	1958	1668
540	1961	1664
541	1965	1660
542	1969	1657
543	1972	1653
544	1975	1649
545	1978	1645
546	1981	1641
547	1985	1637
548	1988	1633
549	1991	1629
550	1995	1625
551	1998	1621
552	2001	1618
553	2004	1614
554	2007	1609
555	2010	1605
556	2014	1602
557	2018	1598
558	2021	1594
559	2024	1590
560	2028	1587
561	2031	1583
562	2035	1579
563	2038	1575
564	2041	1571
565	2044	1567
566	2048	1564
567	2051	1560
568	2055	1557
569	2059	1553
570	2063	1549
571	2066	1546
572	2070	1542
573	2073	1538
574	2076	1535
575	2080	1531
576	2083	1527
577	2086	1523
578	2090	1519
579	2093	1516
580	2097	1512
581	2100	1508
582	2104	1504
583	2107	1501
584	2110	1497
585	2114	1493
586	2117	1489
587	2120	1485
588	2124	1482
589	2127	1478
590	2130	1474
591	2134	1471
592	2138	1467
593	2141	1463
594	2144	1459
595	2148	1456
596	2151	1452
597	2154	1448
598	2158	1444
599	2161	1440
600	2164	1437
601	2167	1433
602	2171	1429
603	2174	1425
604	2177	1421
605	2181	1418
606	2185	1414
607	2188	1411
608	2192	1407
609	2195	1403
610	2198	1399
611	2202	1396
612	2206	1392
613	2210	1389
614	2214	1386
615	2217	1382
616	2221	1378
617	2225	1375
618	2228	1371
619	2233	1369
620	2238	1366
621	2242	1362
622	2245	1358
623	2249	1355
624	2253	1352
625	2256	1348
626	2260	1344
627	2263	1340
628	2266	1337
629	2270	1333
630	2273	1329
631	2276	1325
632	2280	1321
633	2284	1318
634	2289	1315
635	2296	1314
636	2300	1310
637	2303	1307
638	2307	1303
639	2312	1300
640	2317	1297
641	2321	1294
642	2325	1290
643	2328	1287
644	2332	1283
645	2335	1279
646	2339	1276
647	2342	1272
648	2345	1268
649	2349	1265
650	2353	1261
651	2356	1257
652	2360	1254
653	2363	1250
654	2366	1246
655	2370	1242
656	2374	1239
657	2377	1235
658	2381	1232
659	2384	1228
660	2388	1225
661	2392	1221
662	2396	1217
663	2399	1214
664	2403	1210
665	2406	1206
666	2410	1203
667	2413	1199
668	2417	1196
669	2420	1192
670	2425	1189
671	2428	1185
672	2432	1182
673	2436	1178
674	2440	1174
675	2444	1171
676	2447	1167
677	2451	1164
678	2455	1160
679	2458	1157
680	2464	1154
681	2468	1151
682	2471	1147
683	2475	1143
684	2478	1139
685	2482	1136
686	2486	1132
687	2491	1129
688	2494	1126
689	2498	1122
690	2501	1118
691	2505	1115
692	2508	1111
693	2512	1107
694	2515	1103
695	2518	1100
696	2521	1096
697	2525	1092
698	2528	1088
699	2532	1085
700	2535	1081
701	2539	1077
702	2543	1074
703	2546	1070
704	2550	1067
705	2553	1063
706	2556	1059
707	2560	1056
708	2563	1052
709	2567	1048
710	2570	1044
711	2574	1041
712	2578	1037
713	2581	1034
714	2585	1030
715	2589	1026
716	2593	1023
717	2596	1019
718	2600	1016
719	2603	1012
720	2607	1008
721	2610	1005
722	2614	1001
723	2617	997
724	2621	994
725	2625	990
726	2629	987
727	2633	983
728	2637	980
729	2641	976
730	2645	973
731	2648	969
732	2651	965
733	2656	962
734	2660	959
735	2663	955
736	2667	951
737	2670	948
738	2674	944
739	2678	941
740	2681	937
741	2685	933
742	2688	930
743	2692	926
744	2695	922
745	2699	919
746	2702	915
747	2707	912
748	2710	908
749	2714	904
750	2718	901
751	2722	897
752	2725	893
753	2728	890
754	2731	886
755	2735	882
756	2739	879
757	2743	875
758	2746	872
759	2749	868
760	2753	864
761	2756	860
762	2760	857
763	2763	853
764	2767	850
765	2771	846
766	2775	843
767	2779	839
768	2782	835
769	2786	832
770	2790	828
771	2794	825
772	2797	821
773	2801	818
774	2804	814
775	2808	810
776	2811	807
777	2815	803
778	2818	799
779	2822	796
780	2825	792
781	2829	788
782	2833	785
783	2837	781
784	2841	778
785	2844	774
786	2848	770
787	2851	767
788	2855	763
789	2858	759
790	2862	756
791	2866	752
792	2869	748
793	2873	745
794	2876	741
795	2880	738
796	2883	734
797	2887	730
798	2890	727
799	2893	723
800	2897	719
801	2902	716
802	2905	712
803	2909	709
804	2912	705
805	2916	701
806	2920	698
807	2923	694
808	2928	691
809	2938	689
810	2944	686
811	2948	682
812	2952	679
813	2957	675
814	2960	672
815	2965	668
816	2968	664
817	2972	661
818	2976	657
819	2980	654
820	2984	650
821	2989	647
822	2992	643
823	2996	640
824	2999	636
825	3003	632
826	3006	628
827	3010	625
828	3013	621
829	3017	617
830	3020	614
831	3024	610
832	3028	607
833	3031	603
834	3034	599
835	3039	596
836	3042	592
837	3045	588
838	3048	585
839	3052	581
840	3055	577
841	3059	574
842	3062	570
843	3066	566
844	3069	563
845	3073	559
846	3077	555
847	3081	552
848	3084	548
849	3088	544
850	3091	541
851	3095	537
852	3098	533
853	3101	530
854	3105	526
855	3109	523
856	3112	519
857	3116	515
858	3120	512
859	3123	508
860	3126	504
861	3130	501
862	3134	497
863	3137	493
864	3141	490
865	3145	486
866	3148	482
867	3151	479
868	3154	475
869	3157	471
870	3161	468
871	3164	464
872	3167	460
873	3170	457
874	3173	453
875	3177	449
876	3180	446
877	3183	442
878	3187	438
879	3190	435
880	3194	431
881	3197	427
882	3201	424
883	3204	420
884	3207	416
885	3210	413
886	3214	409
887	3218	405
888	3221	402
889	3225	398
890	3228	394
891	3231	391
892	3237	387
893	3241	384
894	3245	380
895	3248	377
896	3254	373
897	3258	370
898	3261	366
899	3264	362
900	3272	359
901	3276	355
902	3283	352
903	3287	349
904	3290	345
905	3293	341
906	3297	338
907	3300	334
908	3303	330
909	3307	327
910	3310	323
911	3313	319
912	3317	316
913	3320	312
914	3323	308
915	3327	305
916	3330	301
917	3334	297
918	3337	294
919	3340	290
920	3343	286
921	3347	283
922	3350	279
923	3353	275
924	3357	272
925	3360	268
926	3364	264
927	3367	261
928	3370	257
929	3374	254
930	3378	250
931	3381	246
932	3385	243
933	3388	239
934	3392	235
935	3396	232
936	3400	228
937	3403	224
938	3407	221
939	3411	217
940	3415	214
941	3419	210
942	3423	206
943	3426	203
944	3429	199
945	3433	195
946	3436	192
947	3440	188
948	3443	185
949	3446	181
950	3450	177
951	3453	174
952	3456	170
953	3460	166
954	3463	163
955	3466	159
956	3470	155
957	3473	152
958	3476	148
959	3480	145
960	3483	141
961	3486	137
962	3490	134
963	3494	130
964	3497	126
965	3501	123
966	3505	119
967	3508	115
968	3513	112
969	3516	108
970	3519	105
971	3522	101
972	3526	97
973	3530	94
974	3533	90
975	3537	86
976	3541	83
977	3545	79
978	3549	76
979	3553	72
980	3556	68
981	3559	65
982	3563	61
983	3567	58
984	3570	54
985	3574	50
986	3577	47
987	3582	43
988	3585	39
989	3589	36
990	3592	32
991	3596	29
992	3600	25
993	3604	21
994	3607	18
995	3611	14
996	3615	10
997	3619	7
998	3623	3
999	3628	0
