iter	Passed	Remaining
246	2977	9078
247	2989	9065
248	3001	9053
249	3013	9040
250	3025	9029
251	3037	9015
252	3048	9001
253	3061	8991
254	3073	8978
255	3084	8965
256	3096	8952
257	3108	8938
258	3119	8925
259	3131	8913
260	3143	8900
261	3154	8886
262	3166	8874
263	3178	8860
264	3189	8845
265	3202	8836
266	3214	8825
267	3227	8815
268	3239	8802
269	3250	8789
270	3262	8777
271	3285	8793
272	3299	8786
273	3312	8777
274	3325	8766
275	3340	8761
276	3359	8767
277	3378	8773
278	3392	8766
279	3404	8754
280	3416	8741
281	3428	8730
282	3440	8717
283	3453	8706
284	3466	8697
285	3478	8685
286	3491	8673
287	3504	8664
288	3515	8648
289	3525	8632
290	3536	8616
291	3547	8601
292	3564	8600
293	3578	8592
294	3590	8579
295	3601	8565
296	3612	8549
297	3623	8535
298	3634	8521
299	3645	8506
300	3656	8491
301	3667	8475
302	3677	8460
303	3688	8444
304	3699	8430
305	3709	8413
306	3719	8396
307	3730	8380
308	3740	8365
309	3751	8350
310	3762	8334
311	3774	8322
312	3785	8307
313	3796	8293
314	3811	8289
315	3823	8275
316	3834	8262
317	3845	8247
318	3856	8232
319	3867	8218
320	3878	8205
321	3889	8189
322	3899	8174
323	3910	8159
324	3921	8145
325	3933	8133
326	3945	8119
327	3957	8107
328	3967	8092
329	3978	8078
330	3990	8064
331	4000	8049
332	4011	8034
333	4021	8019
334	4032	8005
335	4043	7990
336	4054	7976
337	4064	7960
338	4075	7945
339	4085	7930
340	4095	7914
341	4106	7900
342	4116	7885
343	4128	7873
344	4139	7858
345	4150	7844
346	4160	7829
347	4171	7815
348	4181	7800
349	4192	7785
350	4202	7770
351	4213	7756
352	4224	7742
353	4234	7728
354	4245	7714
355	4256	7699
356	4267	7686
357	4280	7676
358	4291	7662
359	4302	7649
360	4313	7635
361	4326	7624
362	4337	7611
363	4348	7598
364	4359	7584
365	4370	7569
366	4380	7555
367	4391	7541
368	4402	7528
369	4413	7514
370	4423	7499
371	4434	7486
372	4444	7471
373	4455	7456
374	4465	7441
375	4475	7428
376	4486	7413
377	4496	7399
378	4506	7384
379	4516	7369
380	4526	7354
381	4537	7340
382	4547	7326
383	4558	7311
384	4568	7297
385	4579	7283
386	4589	7270
387	4600	7256
388	4611	7243
389	4622	7229
390	4632	7215
391	4643	7202
392	4654	7188
393	4664	7174
394	4676	7162
395	4686	7148
396	4697	7134
397	4708	7121
398	4718	7108
399	4730	7095
400	4740	7081
401	4755	7073
402	4765	7059
403	4775	7045
404	4786	7032
405	4797	7018
406	4807	7004
407	4817	6990
408	4828	6976
409	4838	6962
410	4849	6949
411	4860	6936
412	4870	6922
413	4880	6907
414	4891	6895
415	4901	6880
416	4911	6866
417	4921	6852
418	4931	6837
419	4942	6825
420	4953	6811
421	4963	6798
422	4975	6787
423	4986	6774
424	4997	6761
425	5008	6748
426	5019	6735
427	5029	6722
428	5041	6709
429	5051	6695
430	5062	6683
431	5073	6670
432	5084	6658
433	5096	6646
434	5107	6633
435	5118	6621
436	5129	6607
437	5139	6594
438	5150	6581
439	5161	6568
440	5171	6555
441	5182	6542
442	5193	6529
443	5204	6517
444	5215	6505
445	5226	6492
446	5237	6479
447	5248	6467
448	5260	6455
449	5272	6443
450	5283	6431
451	5293	6418
452	5304	6405
453	5316	6394
454	5328	6382
455	5343	6374
456	5354	6362
457	5365	6349
458	5377	6337
459	5388	6325
460	5399	6313
461	5410	6301
462	5421	6288
463	5433	6276
464	5444	6264
465	5456	6252
466	5466	6239
467	5478	6227
468	5490	6215
469	5500	6202
470	5511	6190
471	5522	6177
472	5535	6167
473	5547	6155
474	5557	6142
475	5568	6130
476	5579	6117
477	5590	6105
478	5601	6092
479	5612	6080
480	5623	6068
481	5634	6055
482	5645	6042
483	5655	6029
484	5666	6016
485	5676	6003
486	5687	5990
487	5697	5978
488	5707	5964
489	5718	5952
490	5745	5956
491	5763	5950
492	5789	5954
493	5814	5955
494	5828	5946
495	5842	5936
496	5865	5935
497	5903	5950
498	5924	5948
499	5940	5940
500	5955	5931
501	5967	5919
502	5988	5917
503	6010	5915
504	6027	5907
505	6038	5895
506	6049	5882
507	6061	5870
508	6074	5859
509	6087	5848
510	6100	5837
511	6112	5825
512	6125	5814
513	6136	5802
514	6149	5791
515	6162	5779
516	6174	5768
517	6187	5757
518	6200	5746
519	6212	5734
520	6224	5722
521	6235	5709
522	6245	5696
523	6257	5684
524	6268	5671
525	6279	5658
526	6289	5644
527	6299	5631
528	6310	5618
529	6320	5604
530	6333	5593
531	6343	5580
532	6353	5566
533	6363	5553
534	6374	5540
535	6386	5528
536	6396	5515
537	6407	5502
538	6422	5493
539	6434	5481
540	6447	5470
541	6458	5457
542	6470	5445
543	6481	5433
544	6492	5420
545	6504	5408
546	6515	5396
547	6527	5383
548	6538	5371
549	6549	5358
550	6560	5345
551	6571	5333
552	6582	5320
553	6593	5307
554	6604	5295
555	6615	5282
556	6627	5271
557	6638	5258
558	6649	5246
559	6660	5233
560	6671	5220
561	6684	5209
562	6696	5197
563	6708	5185
564	6719	5173
565	6731	5161
566	6744	5150
567	6757	5139
568	6768	5127
569	6778	5113
570	6789	5101
571	6800	5088
572	6811	5076
573	6822	5063
574	6833	5050
575	6843	5037
576	6854	5025
577	6865	5012
578	6875	4999
579	6886	4986
580	6897	4974
581	6907	4961
582	6919	4948
583	6929	4936
584	6940	4923
585	6952	4911
586	6962	4898
587	6973	4885
588	6983	4873
589	6994	4860
590	7004	4847
591	7015	4835
592	7025	4822
593	7036	4809
594	7047	4796
595	7057	4784
596	7068	4771
597	7078	4758
598	7088	4745
599	7099	4732
600	7110	4720
601	7120	4707
602	7131	4695
603	7141	4682
604	7152	4669
605	7162	4657
606	7173	4644
607	7184	4631
608	7194	4619
609	7205	4606
610	7215	4593
611	7226	4581
612	7236	4568
613	7247	4556
614	7257	4543
615	7268	4530
616	7278	4517
617	7288	4505
618	7299	4492
619	7309	4480
620	7319	4467
621	7330	4454
622	7340	4442
623	7351	4429
624	7362	4417
625	7373	4405
626	7383	4392
627	7395	4380
628	7405	4368
629	7416	4355
630	7427	4343
631	7438	4331
632	7481	4337
633	7492	4325
634	7503	4313
635	7514	4301
636	7525	4288
637	7536	4276
638	7548	4264
639	7559	4251
640	7569	4239
641	7580	4226
642	7590	4214
643	7601	4201
644	7611	4189
645	7622	4176
646	7633	4164
647	7643	4152
648	7654	4139
649	7665	4127
650	7676	4115
651	7687	4102
652	7697	4090
653	7708	4078
654	7718	4065
655	7731	4054
656	7743	4042
657	7757	4032
658	7772	4021
659	7784	4010
660	7796	3998
661	7807	3986
662	7818	3974
663	7830	3962
664	7842	3950
665	7854	3938
666	7865	3926
667	7877	3915
668	7888	3902
669	7899	3890
670	7918	3882
671	7935	3873
672	7947	3861
673	7961	3850
674	7973	3839
675	7987	3828
676	8004	3818
677	8019	3808
678	8035	3798
679	8052	3789
680	8068	3779
681	8083	3769
682	8096	3757
683	8111	3747
684	8123	3735
685	8135	3723
686	8146	3711
687	8160	3700
688	8171	3688
689	8184	3677
690	8196	3665
691	8208	3653
692	8221	3642
693	8233	3630
694	8245	3618
695	8257	3606
696	8271	3595
697	8284	3584
698	8297	3572
699	8309	3561
700	8320	3548
701	8332	3537
702	8344	3525
703	8356	3513
704	8366	3501
705	8378	3489
706	8390	3477
707	8401	3465
708	8415	3453
709	8426	3441
710	8438	3429
711	8448	3417
712	8459	3405
713	8471	3393
714	8481	3380
715	8493	3368
716	8504	3356
717	8514	3344
718	8525	3332
719	8537	3319
720	8548	3307
721	8559	3295
722	8570	3283
723	8580	3271
724	8591	3258
725	8602	3246
726	8614	3234
727	8626	3223
728	8637	3210
729	8648	3198
730	8659	3186
731	8670	3174
732	8681	3162
733	8692	3150
734	8703	3137
735	8715	3126
736	8725	3113
737	8735	3101
738	8746	3089
739	8757	3077
740	8768	3064
741	8779	3052
742	8790	3040
743	8801	3028
744	8811	3016
745	8822	3004
746	8834	2992
747	8844	2979
748	8856	2967
749	8867	2955
750	8879	2944
751	8891	2932
752	8903	2920
753	8915	2908
754	8929	2897
755	8939	2885
756	8950	2873
757	8961	2861
758	8974	2849
759	8985	2837
760	8997	2825
761	9008	2813
762	9019	2801
763	9030	2789
764	9042	2777
765	9053	2765
766	9065	2753
767	9080	2742
768	9091	2731
769	9103	2719
770	9115	2707
771	9128	2695
772	9139	2683
773	9153	2672
774	9164	2660
775	9176	2648
776	9188	2637
777	9200	2625
778	9211	2613
779	9225	2602
780	9236	2590
781	9247	2578
782	9259	2566
783	9271	2554
784	9283	2542
785	9295	2530
786	9308	2519
787	9321	2507
788	9333	2496
789	9345	2484
790	9358	2472
791	9370	2460
792	9380	2448
793	9390	2436
794	9402	2424
795	9412	2412
796	9424	2400
797	9434	2388
798	9446	2376
799	9456	2364
800	9467	2352
801	9477	2339
802	9488	2327
803	9499	2315
804	9509	2303
805	9519	2291
806	9529	2279
807	9539	2266
808	9549	2254
809	9559	2242
810	9569	2230
811	9580	2218
812	9590	2206
813	9601	2193
814	9612	2181
815	9622	2169
816	9633	2157
817	9643	2145
818	9653	2133
819	9664	2121
820	9675	2109
821	9686	2097
822	9699	2085
823	9709	2073
824	9720	2061
825	9731	2049
826	9741	2037
827	9752	2025
828	9763	2013
829	9774	2002
830	9785	1990
831	9797	1978
832	9808	1966
833	9819	1954
834	9829	1942
835	9841	1930
836	9852	1918
837	9862	1906
838	9874	1894
839	9885	1882
840	9896	1870
841	9907	1859
842	9918	1847
843	9931	1835
844	9941	1823
845	9952	1811
846	9963	1799
847	9977	1788
848	9987	1776
849	9998	1764
850	10009	1752
851	10019	1740
852	10031	1728
853	10044	1717
854	10063	1706
855	10093	1698
856	10111	1687
857	10166	1682
858	10179	1670
859	10192	1659
860	10208	1647
861	10242	1639
862	10267	1629
863	10281	1618
864	10293	1606
865	10308	1595
866	10321	1583
867	10334	1571
868	10347	1559
869	10361	1548
870	10374	1536
871	10386	1524
872	10406	1513
873	10418	1501
874	10432	1490
875	10445	1478
876	10459	1466
877	10473	1455
878	10484	1443
879	10496	1431
880	10506	1419
881	10516	1407
882	10528	1395
883	10539	1382
884	10549	1370
885	10560	1358
886	10577	1347
887	10595	1336
888	10609	1324
889	10622	1312
890	10634	1301
891	10647	1289
892	10659	1277
893	10670	1265
894	10681	1253
895	10693	1241
896	10704	1229
897	10715	1217
898	10726	1205
899	10737	1193
900	10749	1181
901	10760	1169
902	10771	1157
903	10783	1145
904	10794	1133
905	10805	1121
906	10826	1110
907	10839	1098
908	10849	1086
909	10860	1074
910	10871	1062
911	10882	1050
912	10894	1038
913	10904	1026
914	10915	1013
915	10927	1002
916	10939	990
917	10950	978
918	10961	966
919	10971	954
920	10983	942
921	11003	930
922	11015	918
923	11027	906
924	11037	894
925	11048	882
926	11060	870
927	11071	858
928	11089	847
929	11103	835
930	11117	823
931	11135	812
932	11146	800
933	11158	788
934	11169	776
935	11180	764
936	11191	752
937	11202	740
938	11215	728
939	11226	716
940	11237	704
941	11248	692
942	11258	680
943	11270	668
944	11281	656
945	11291	644
946	11305	632
947	11318	620
948	11329	608
949	11340	596
950	11351	584
951	11362	572
952	11374	560
953	11386	549
954	11397	537
955	11407	525
956	11418	513
957	11430	501
958	11442	489
959	11453	477
960	11464	465
961	11474	453
962	11485	441
963	11496	429
964	11507	417
965	11517	405
966	11528	393
967	11540	381
968	11550	369
969	11561	357
970	11572	345
971	11583	333
972	11593	321
973	11604	309
974	11615	297
975	11626	285
976	11636	273
977	11647	262
978	11658	250
979	11668	238
980	11679	226
981	11690	214
982	11701	202
983	11711	190
984	11722	178
985	11733	166
986	11743	154
987	11754	142
988	11764	130
989	11775	118
990	11787	107
991	11797	95
992	11808	83
993	11818	71
994	11829	59
995	11838	47
996	11849	35
997	11860	23
998	11870	11
999	11881	0
