iter	MultiClass
0	1.256171985
1	1.036440603
2	0.8781344755
3	0.7576771244
4	0.6613029051
5	0.5824136647
6	0.5170425892
7	0.4616246284
8	0.4145132026
9	0.373568911
10	0.3385509085
11	0.3078193133
12	0.2806551782
13	0.2568372266
14	0.2359390404
15	0.2171725551
16	0.2003879846
17	0.1853997904
18	0.1719630941
19	0.1602524191
20	0.1497268994
21	0.1401869067
22	0.1317138308
23	0.124064119
24	0.1170177141
25	0.110588692
26	0.1047972822
27	0.09954573556
28	0.09472609309
29	0.09083474515
30	0.08693430975
31	0.0834718214
32	0.0801916011
33	0.07739486663
34	0.07481828927
35	0.07236775262
36	0.07048839183
37	0.06854269603
38	0.066781727
39	0.0652730983
40	0.06375170624
41	0.06228264566
42	0.06101380534
43	0.05979202909
44	0.05883263342
45	0.05791446861
46	0.05696664883
47	0.05614452677
48	0.05530568061
49	0.05459671137
50	0.05376461069
51	0.05311930089
52	0.05244145828
53	0.05185007258
54	0.05144098072
55	0.05098888063
56	0.05045345975
57	0.05002968619
58	0.04966525128
59	0.04920440743
60	0.04880575493
61	0.04855185156
62	0.0482061557
63	0.04796519498
64	0.04761781023
65	0.04723885945
66	0.04700367597
67	0.04671625375
68	0.04637547794
69	0.04619512065
70	0.04593877465
71	0.0456641508
72	0.04546614091
73	0.04528422664
74	0.04514849918
75	0.04495080549
76	0.044731652
77	0.04450913322
78	0.04436160804
79	0.04418887677
80	0.04401640748
81	0.04387077656
82	0.04375186212
83	0.04361941605
84	0.04352759486
85	0.04337801681
86	0.04327530746
87	0.04320914833
88	0.04312276399
89	0.04304975207
90	0.0429231773
91	0.04275728422
92	0.0426381573
93	0.0425195329
94	0.04240884254
95	0.04234859806
96	0.04223405934
97	0.04216409544
98	0.04205527868
99	0.04192550588
100	0.04173915675
101	0.04161275957
102	0.04149079088
103	0.04137558718
104	0.0412958062
105	0.0411280937
106	0.04099868966
107	0.04092675084
108	0.04082632692
109	0.04070758896
110	0.0406004114
111	0.04050944059
112	0.04040765916
113	0.0402947796
114	0.04023354414
115	0.04012958587
116	0.04002210514
117	0.03995943221
118	0.03983881852
119	0.03975320258
120	0.03964574545
121	0.03955153171
122	0.03945427215
123	0.03939918342
124	0.03931564833
125	0.03920647062
126	0.03912819692
127	0.03907153816
128	0.03896234812
129	0.03889452137
130	0.03881041866
131	0.03871183535
132	0.03860514099
133	0.03854371445
134	0.03845956405
135	0.03834911085
136	0.03822857642
137	0.03817411064
138	0.03806689751
139	0.03798173239
140	0.03789709116
141	0.03782276436
142	0.03773199307
143	0.03766796877
144	0.03759099317
145	0.03752648462
146	0.03749383334
147	0.03739212344
148	0.03731912636
149	0.03725706731
150	0.03718772233
151	0.03707123872
152	0.03700102379
153	0.03691597223
154	0.0368184999
155	0.03673404891
156	0.03666095863
157	0.03658749423
158	0.03654689773
159	0.03648569223
160	0.03642904647
161	0.03635687917
162	0.03630009675
163	0.03625061993
164	0.03620067273
165	0.03608264842
166	0.03601679412
167	0.03596471422
168	0.03589155766
169	0.03584109627
170	0.03576870263
171	0.03571344825
172	0.03566638785
173	0.03562808067
174	0.03557136049
175	0.03550267691
176	0.03545768128
177	0.0354262893
178	0.03536511085
179	0.03530120327
180	0.03525942668
181	0.03516539984
182	0.0350874736
183	0.03502288626
184	0.03497575631
185	0.03490923405
186	0.03489076564
187	0.03484239018
188	0.03479845375
189	0.03473121042
190	0.03465244588
191	0.03459285841
192	0.03453556017
193	0.03448285788
194	0.03444452257
195	0.03438050828
196	0.03432176137
197	0.03427119297
198	0.0342044284
199	0.0341086747
200	0.03405687021
201	0.0340063663
202	0.03396564782
203	0.03393943697
204	0.03387641903
205	0.03383391886
206	0.03378006895
207	0.03372086138
208	0.03368170241
209	0.03362825862
210	0.0335469844
211	0.03349493552
212	0.03344277017
213	0.0334066389
214	0.03333805748
215	0.03329118712
216	0.03323218676
217	0.03318681637
218	0.0331549075
219	0.03309939296
220	0.03306451182
221	0.03300152493
222	0.0329376015
223	0.03288690545
224	0.03283356327
225	0.03281525633
226	0.03277256175
227	0.03271563863
228	0.03267585127
229	0.03263652743
230	0.03256619337
231	0.03252473719
232	0.03248004193
233	0.03240960028
234	0.0323566594
235	0.03229632745
236	0.0322564895
237	0.03219918208
238	0.03215057755
239	0.03209017526
240	0.03202891039
241	0.03196835575
242	0.03191578992
243	0.0318854789
244	0.0318380232
245	0.03176651483
246	0.03170740976
247	0.03165680625
248	0.03159654023
249	0.03154732097
250	0.03146177774
251	0.03141496664
252	0.03134960858
253	0.03131833956
254	0.03129512431
255	0.03122900397
256	0.03118568827
257	0.03113640716
258	0.03106547334
259	0.03098865125
260	0.03094547904
261	0.03092675887
262	0.030892606
263	0.03085316445
264	0.03081183035
265	0.03075941707
266	0.03071419441
267	0.0306714622
268	0.03065518159
269	0.0306174975
270	0.03057299359
271	0.03054763859
272	0.03049598128
273	0.03045800762
274	0.03042773849
275	0.03038859675
276	0.03034086596
277	0.03029442282
278	0.0302359128
279	0.03019412829
280	0.03014327062
281	0.03012058098
282	0.03007243061
283	0.03003301881
284	0.02998842511
285	0.02992652346
286	0.02985936373
287	0.02981766083
288	0.02979277317
289	0.0297567648
290	0.02973286596
291	0.02969877488
292	0.02964789192
293	0.02959970954
294	0.02953938928
295	0.02949809603
296	0.02944269347
297	0.02940427172
298	0.02935264549
299	0.02927003579
300	0.02921342777
301	0.02918418551
302	0.02913991997
303	0.02911842752
304	0.02908456789
305	0.02905863386
306	0.02902007059
307	0.02894939476
308	0.02887606786
309	0.02884993854
310	0.02879875775
311	0.02875022601
312	0.02871254051
313	0.02868244682
314	0.02866853898
315	0.02862394946
316	0.02858844822
317	0.0285410226
318	0.02850612093
319	0.02847385248
320	0.02842504518
321	0.02839345677
322	0.02836430507
323	0.02833115281
324	0.02827499381
325	0.02824462538
326	0.02820388408
327	0.02818046121
328	0.0281342871
329	0.02808898431
330	0.0280447639
331	0.02801268662
332	0.02796897814
333	0.0279220037
334	0.02786615387
335	0.0278250719
336	0.02778342137
337	0.02774259185
338	0.02768689002
339	0.02764903548
340	0.02760472037
341	0.02756160691
342	0.02753069198
343	0.02747676352
344	0.02743385096
345	0.02739919313
346	0.0273656031
347	0.02731883795
348	0.02728729889
349	0.02725984931
350	0.02721457284
351	0.02719749857
352	0.02714871075
353	0.02712534687
354	0.02708156806
355	0.02705666964
356	0.02700935655
357	0.02699098943
358	0.02694782494
359	0.0269242098
360	0.02688698292
361	0.02684540942
362	0.02682915222
363	0.02679838266
364	0.02676004202
365	0.02672206618
366	0.02669049306
367	0.02664781859
368	0.02660435299
369	0.02656403239
370	0.02653650752
371	0.02650836332
372	0.02647358354
373	0.02645268766
374	0.02641916716
375	0.02639071442
376	0.02636595263
377	0.02631963931
378	0.02627824959
379	0.02625093267
380	0.02622107485
381	0.02618379872
382	0.02615335853
383	0.02611864901
384	0.02608577019
385	0.02604754031
386	0.02601850924
387	0.02598481494
388	0.02594787671
389	0.02592563379
390	0.02589533881
391	0.02586595243
392	0.0258497805
393	0.02581313515
394	0.02577564926
395	0.02573184768
396	0.02569460114
397	0.02565385398
398	0.02561739491
399	0.02558880398
400	0.0255592893
401	0.02550597241
402	0.0254621784
403	0.02540728175
404	0.02536669897
405	0.02531850352
406	0.02527985212
407	0.02523348794
408	0.02517315055
409	0.02513156715
410	0.02509202846
411	0.02505922053
412	0.02504132141
413	0.02502639169
414	0.02498755163
415	0.0249434609
416	0.02491224228
417	0.02487535331
418	0.02485626741
419	0.02480699845
420	0.02476945894
421	0.02475739044
422	0.02472008984
423	0.02468538367
424	0.02465940042
425	0.02463084374
426	0.02461130172
427	0.02458311116
428	0.02455763544
429	0.02453832807
430	0.02451683532
431	0.02447154955
432	0.02442126547
433	0.02439343011
434	0.02437492328
435	0.02434794318
436	0.02432668063
437	0.02429930069
438	0.02428307536
439	0.02427377414
440	0.02424585359
441	0.02421535776
442	0.02418198107
443	0.02413965215
444	0.02410211722
445	0.02407572877
446	0.02405315492
447	0.02400176679
448	0.02396046553
449	0.02393017372
450	0.02389712249
451	0.02386971454
452	0.02384144567
453	0.02380640808
454	0.02378641082
455	0.02374441575
456	0.02370876334
457	0.02367899372
458	0.02366062263
459	0.02364005908
460	0.02359258659
461	0.02358009874
462	0.02356520012
463	0.02354683159
464	0.02353099073
465	0.0235092445
466	0.02347028081
467	0.02343529765
468	0.02339857035
469	0.02337173012
470	0.02333437221
471	0.02330398178
472	0.02328819355
473	0.02326474463
474	0.02324187155
475	0.0232099958
476	0.02317670399
477	0.02313722003
478	0.02310784634
479	0.02308622445
480	0.0230654241
481	0.02304013955
482	0.0229989263
483	0.02297295317
484	0.02294224079
485	0.02290897663
486	0.02287708806
487	0.02285221773
488	0.02280601541
489	0.02278221424
490	0.02275344431
491	0.02273563343
492	0.02271195886
493	0.02268745205
494	0.02264915887
495	0.02263705055
496	0.02260908922
497	0.02257145516
498	0.02254182756
499	0.02251511781
500	0.02249819943
501	0.02248818262
502	0.02245820059
503	0.02243529862
504	0.02241698801
505	0.02239465257
506	0.02236770385
507	0.0223541128
508	0.02229962776
509	0.02227581194
510	0.02225891277
511	0.02223445949
512	0.02220077877
513	0.02218829955
514	0.02216549574
515	0.02212350679
516	0.02211601444
517	0.02208451247
518	0.02206520561
519	0.02204157685
520	0.0220167376
521	0.02199609394
522	0.02196040871
523	0.02193728746
524	0.02192045717
525	0.02189193622
526	0.02187439997
527	0.02186042951
528	0.02183804409
529	0.02179674183
530	0.02176896962
531	0.02173457313
532	0.02170925195
533	0.02168100128
534	0.02164994105
535	0.02162003484
536	0.02159062564
537	0.02156134612
538	0.02151518383
539	0.0215065268
540	0.02147911181
541	0.02144832517
542	0.02140305675
543	0.02139132344
544	0.02137651482
545	0.02131888775
546	0.02129494439
547	0.0212744648
548	0.02123976417
549	0.02120893847
550	0.02118226624
551	0.0211569315
552	0.02112313661
553	0.02111179033
554	0.02108286408
555	0.02106937018
556	0.02105793102
557	0.02102693764
558	0.02098923168
559	0.02097823165
560	0.02094701842
561	0.02092127663
562	0.02090453752
