iter	MultiClass
0	1.301813447
1	1.105040498
2	0.9607412108
3	0.8494342797
4	0.761204884
5	0.6888225191
6	0.6273398243
7	0.574794065
8	0.5307104608
9	0.4935487128
10	0.4603729036
11	0.4315204611
12	0.4063209135
13	0.3838355273
14	0.3646876435
15	0.3476679085
16	0.3318495578
17	0.3172218068
18	0.3036163594
19	0.2921075864
20	0.2817118459
21	0.2727297854
22	0.2648188069
23	0.2573337524
24	0.2502435422
25	0.2442388546
26	0.2389822646
27	0.2335565329
28	0.229370966
29	0.2253980883
30	0.2214991084
31	0.2179642579
32	0.2152361875
33	0.2125673444
34	0.209846105
35	0.2078116574
36	0.2058439175
37	0.2042147564
38	0.2021204761
39	0.2002153542
40	0.1982278204
41	0.1966648172
42	0.1951158915
43	0.1935398696
44	0.1921882331
45	0.1907340157
46	0.1895398741
47	0.1885941613
48	0.1877599163
49	0.1869187179
50	0.186170612
51	0.1855693612
52	0.1850179858
53	0.1840356007
54	0.1831299565
55	0.1823781667
56	0.1816304632
57	0.1809137285
58	0.1803459079
59	0.1800285919
60	0.1792639282
61	0.1786496862
62	0.1781004952
63	0.1775990711
64	0.1769052751
65	0.1764634956
66	0.1760049142
67	0.1756238571
68	0.1752152759
69	0.1747616573
70	0.1744896918
71	0.1740264848
72	0.1737399887
73	0.1735682049
74	0.1733558142
75	0.1729874999
76	0.1726307373
77	0.1724208926
78	0.1719740606
79	0.1716613782
80	0.1713685477
81	0.1710694477
82	0.1706435788
83	0.170362186
84	0.1700847313
85	0.169733075
86	0.1695188526
87	0.1693881958
88	0.1691258226
89	0.1689224431
90	0.1686555067
91	0.1683475235
92	0.1679889434
93	0.1676008059
94	0.1674210864
95	0.1673028324
96	0.1670107453
97	0.1667357338
98	0.166547473
99	0.1662163519
100	0.1659314372
101	0.1657176684
102	0.1655093752
103	0.1652667862
104	0.165007538
105	0.1648634825
106	0.164684919
107	0.1644613382
108	0.1641827767
109	0.1640140547
110	0.163801766
111	0.1635204869
112	0.1633911839
113	0.1631942201
114	0.1629738834
115	0.1626528618
116	0.1624022192
117	0.1623038484
118	0.1620978016
119	0.1618581259
120	0.1617423526
121	0.1615719879
122	0.16137775
123	0.1610908764
124	0.1609033244
125	0.1606916498
126	0.1604991559
127	0.1603295577
128	0.160134332
129	0.15995613
130	0.1596351383
131	0.1593692166
132	0.1592155007
133	0.1590630757
134	0.1588697171
135	0.1586534013
136	0.1585236816
137	0.1582665126
138	0.1580800817
139	0.1579570284
140	0.1577218452
141	0.1576413446
142	0.1575105284
143	0.1574114036
144	0.1572491048
145	0.1571445447
146	0.1569409156
147	0.1566690139
148	0.1565532926
149	0.1563729035
150	0.1562731646
151	0.1560401227
152	0.155881013
153	0.1556490924
154	0.1554695144
155	0.1553809952
156	0.1552859599
157	0.155146981
158	0.1550294729
159	0.1548327796
160	0.1546481339
161	0.1544275701
162	0.1542461461
163	0.1540196123
164	0.1539081601
165	0.1537399734
166	0.1536121367
167	0.153416015
168	0.1532824023
169	0.1530869052
170	0.1529280511
171	0.1527697962
172	0.1525381601
173	0.152406941
174	0.1522417456
175	0.1520708247
176	0.151916017
177	0.1517328178
178	0.1515839577
179	0.1514925915
180	0.1513894589
181	0.1512618889
182	0.1510674611
183	0.1509528167
184	0.1508376193
185	0.1507215216
186	0.1505466742
187	0.1503270853
188	0.1501293946
189	0.1499751332
190	0.1498374985
191	0.1496690149
192	0.1495420829
193	0.1493577054
194	0.1492330425
195	0.1491124809
196	0.1490267129
197	0.1488365534
198	0.1487505909
199	0.1485083132
200	0.1484152352
201	0.1482406629
202	0.1481146484
203	0.147990708
204	0.147880747
205	0.1477304922
206	0.1475995902
207	0.147440583
208	0.1472807548
209	0.1471905694
210	0.1470756405
211	0.1469434418
212	0.1468081721
213	0.1465990557
214	0.1463836093
215	0.1462246321
216	0.1461006789
217	0.1459753635
218	0.1458726554
219	0.1457097302
220	0.14564751
221	0.1454923291
222	0.1453892679
223	0.1451836704
224	0.1449798835
225	0.1448640205
226	0.1447481508
227	0.1445829974
228	0.1444801539
229	0.1443840978
230	0.1442845575
231	0.1441222532
232	0.143915728
233	0.1437689185
234	0.143648312
235	0.1434896859
236	0.1433045251
237	0.1431919972
238	0.143122653
239	0.1429559981
240	0.1427560615
241	0.1426459471
242	0.1425208161
243	0.1424252498
244	0.1422095687
245	0.1420234102
246	0.1419035017
247	0.1418097167
248	0.141697367
249	0.1415620527
250	0.1413651864
251	0.1412568038
252	0.1410835879
253	0.1409719681
254	0.140888878
255	0.1407652883
256	0.1406247359
257	0.1405389111
258	0.1403460618
259	0.1401733446
260	0.1400764709
261	0.1400010022
262	0.1398396136
263	0.1396286816
264	0.1395437952
265	0.1394508615
266	0.1392403145
267	0.1390379334
268	0.1388913305
269	0.1387897699
270	0.1386133636
271	0.1385338734
272	0.1384580454
273	0.1383109008
274	0.1382022248
275	0.1381092851
276	0.1379687893
277	0.1378261699
278	0.1376524704
279	0.1374902101
280	0.1373489538
281	0.1371892744
282	0.1371107002
283	0.1369651497
284	0.1367720853
285	0.1366776764
286	0.1365882264
287	0.1364172089
288	0.1362885073
289	0.1361559859
290	0.1360279275
291	0.1359208243
292	0.1357764591
293	0.1356449775
294	0.1354941894
295	0.1353765491
296	0.1352761442
297	0.1351527809
298	0.1350344536
299	0.1348712729
300	0.134821218
301	0.1347332327
302	0.1346323326
303	0.1345059886
304	0.1343751875
305	0.1342393247
306	0.1341243175
307	0.1339796492
308	0.1338717985
309	0.1337267622
310	0.1336665005
311	0.1336017605
312	0.1335328023
313	0.1333971399
314	0.1333374977
315	0.1332159992
316	0.1330705466
317	0.1329649445
318	0.1328639997
319	0.1327752518
320	0.1326672694
321	0.1325710198
322	0.1324806738
323	0.1323393918
324	0.1322339384
325	0.1321712354
326	0.1320549016
327	0.1319338799
328	0.1318099082
329	0.1317188474
330	0.1315931661
331	0.1314349683
332	0.1313852713
333	0.1313272533
334	0.1311767931
335	0.1310281157
336	0.1308814472
337	0.1307844266
338	0.1307141055
339	0.1305705711
340	0.1304778134
341	0.1303710744
342	0.1302827141
343	0.1301435682
344	0.1300372358
345	0.1298634324
346	0.1297626329
347	0.1295935218
348	0.1294725157
349	0.1293798113
350	0.129306339
351	0.1291544822
352	0.1290393102
353	0.1289547389
354	0.1287982125
355	0.1287103873
356	0.1286126972
357	0.1285186723
358	0.1284236998
359	0.1283234107
360	0.1282324745
361	0.1281132297
362	0.1280074371
363	0.1279168461
364	0.1277983027
365	0.1277151704
366	0.127624571
367	0.1275770431
368	0.1274259396
369	0.1272740361
370	0.1271434243
371	0.1270405891
372	0.126927154
373	0.1268496363
374	0.1267503401
375	0.1266107786
376	0.1265198586
377	0.1264519943
378	0.1263743435
379	0.1262512547
380	0.1261358724
381	0.1259762479
382	0.1258812754
383	0.125782385
384	0.1256814845
385	0.1255137881
386	0.1254101916
387	0.1252398696
388	0.1251538221
389	0.1250590356
390	0.1249342622
391	0.124865901
392	0.124795818
393	0.1247026643
394	0.1246507871
395	0.1245351521
396	0.124398843
397	0.124276115
398	0.1242072609
399	0.1240825256
400	0.1239869048
401	0.1238637054
402	0.1237643017
403	0.1236512294
404	0.123591381
405	0.1235351794
406	0.1233805342
407	0.1232934023
408	0.1232158948
409	0.1231456726
410	0.1230407457
411	0.1229503246
412	0.1228749529
413	0.1227845955
414	0.1227222996
415	0.1225989751
416	0.1225367181
417	0.1224210285
418	0.1222850068
419	0.1222305783
420	0.122107825
421	0.122026348
422	0.1219445381
423	0.1218676111
424	0.1216784095
425	0.1216109246
426	0.1215541619
427	0.1215198282
428	0.1214733039
429	0.1213879842
430	0.121318368
431	0.1212086529
432	0.121127866
433	0.1210029033
434	0.1209376644
435	0.1208360464
436	0.1207844788
437	0.1206194783
438	0.1205173048
439	0.1204323998
440	0.1203461476
441	0.1202764218
442	0.1201948532
443	0.120126286
444	0.1200065566
445	0.1199110362
446	0.1197948931
447	0.1197312035
448	0.1196449264
449	0.1195995644
450	0.1195259007
451	0.1194706647
452	0.1193993544
453	0.1192959431
454	0.1191655368
455	0.1190819318
456	0.1190468999
457	0.1189323099
458	0.1188429336
459	0.118813079
460	0.1187273727
461	0.118668545
462	0.1185892582
463	0.1184705447
464	0.1184188969
465	0.1183002236
466	0.1181952336
467	0.1181018154
468	0.1180081137
469	0.1179467939
470	0.1178757436
471	0.117786724
472	0.1176731093
473	0.1176169865
474	0.1175455642
475	0.1174762856
476	0.1173692733
477	0.117284743
478	0.1172153171
479	0.1171685703
480	0.1170595175
481	0.1170150666
482	0.116898707
483	0.116796498
484	0.1166882056
485	0.1166075349
486	0.1164941767
487	0.1164505991
488	0.1164048864
489	0.1163290273
490	0.1162555057
491	0.1161683662
492	0.1160240056
493	0.1159147435
494	0.1158127612
495	0.1157490727
496	0.1156988772
497	0.1156042651
498	0.1155503894
499	0.1154861679
500	0.1154137345
501	0.1153101815
502	0.1152133678
503	0.1151534253
504	0.1151145414
505	0.1150011331
506	0.1148999433
507	0.1148238624
508	0.1147206623
509	0.1146158501
510	0.1145466376
511	0.1144908518
512	0.1143778461
513	0.1142990181
514	0.1142536314
515	0.1141749175
516	0.1140621168
517	0.1140087674
518	0.1139368644
519	0.1138764209
520	0.1138068029
521	0.113726619
522	0.1136612224
523	0.1135760946
524	0.1135310485
525	0.1134862545
526	0.1133945775
527	0.1132927453
528	0.1132142118
529	0.1131310467
530	0.1130144054
531	0.1129773024
532	0.1128916164
533	0.1127926269
534	0.1127456273
535	0.1126353926
536	0.1125183448
537	0.1124247211
538	0.11236438
539	0.112255246
540	0.1122138962
541	0.1121543326
542	0.1121079825
543	0.1120719795
544	0.112008924
545	0.1118993719
546	0.1118468422
547	0.111772847
548	0.1116481134
549	0.111602416
550	0.1115464303
551	0.1114792057
552	0.111399478
553	0.1112647371
554	0.1111974805
555	0.1110969646
556	0.1109944793
557	0.1109533167
558	0.1108535598
559	0.1108178775
560	0.1107430279
561	0.1106039216
562	0.1105171947
563	0.110408725
564	0.1103148098
565	0.1102537071
566	0.1102029239
567	0.1101323524
568	0.1100631703
569	0.1099959644
570	0.109873893
571	0.1098271396
572	0.1097498603
573	0.1097030977
574	0.1096120893
575	0.1095479996
576	0.1095026894
577	0.1094664073
578	0.1093825627
579	0.1093179607
580	0.109253305
581	0.1092177324
582	0.1091191126
583	0.1090690564
584	0.1089567854
585	0.10885075
586	0.1087964653
587	0.1087670847
588	0.1086588956
589	0.1085828027
590	0.1085135101
591	0.1084378428
592	0.1083443955
593	0.108227771
594	0.1081523961
595	0.1080804408
596	0.1079838068
597	0.1078987156
598	0.1078048237
599	0.1077144133
600	0.1076150598
601	0.1075718672
602	0.1074522427
603	0.1073776164
604	0.1072958077
605	0.107204101
606	0.107133019
607	0.1070598559
608	0.1069539776
609	0.1068237098
610	0.1067245924
611	0.1066344585
612	0.1065813141
613	0.1065204112
614	0.1064156589
615	0.1063436163
616	0.1063031012
617	0.1062690452
618	0.1062155028
619	0.1061014246
620	0.106049675
621	0.1060012471
622	0.105935977
623	0.1058468027
624	0.1057442456
625	0.1056352989
626	0.1056056152
627	0.1055428951
628	0.1054803087
629	0.1053983991
630	0.1053143067
631	0.1052250777
632	0.105161158
633	0.1051082534
634	0.1050463498
635	0.1049713014
636	0.1049041204
637	0.1048458592
638	0.1047717898
639	0.1047168884
640	0.1046849951
641	0.1046106903
642	0.1045393638
643	0.1044737643
644	0.104424728
645	0.1043673573
