iter	Passed	Remaining
477	4048	4420
478	4056	4412
479	4065	4403
480	4073	4395
481	4081	4386
482	4089	4377
483	4098	4369
484	4106	4360
485	4115	4352
486	4123	4343
487	4132	4335
488	4140	4326
489	4148	4318
490	4157	4309
491	4165	4301
492	4174	4292
493	4182	4283
494	4190	4275
495	4198	4266
496	4207	4257
497	4215	4249
498	4223	4240
499	4232	4232
500	4240	4223
501	4249	4215
502	4257	4206
503	4266	4198
504	4274	4190
505	4283	4181
506	4291	4173
507	4299	4164
508	4308	4155
509	4316	4147
510	4325	4138
511	4333	4130
512	4341	4121
513	4350	4113
514	4358	4104
515	4367	4096
516	4376	4088
517	4384	4079
518	4393	4071
519	4401	4062
520	4410	4054
521	4418	4046
522	4427	4037
523	4435	4029
524	4443	4020
525	4451	4011
526	4460	4003
527	4469	3995
528	4477	3986
529	4486	3978
530	4494	3969
531	4503	3961
532	4511	3952
533	4519	3944
534	4527	3935
535	4536	3927
536	4544	3918
537	4552	3909
538	4561	3901
539	4569	3892
540	4577	3884
541	4586	3875
542	4594	3866
543	4602	3858
544	4611	3849
545	4619	3841
546	4627	3832
547	4636	3824
548	4644	3815
549	4653	3807
550	4661	3798
551	4670	3790
552	4678	3781
553	4686	3773
554	4695	3764
555	4703	3756
556	4712	3747
557	4720	3739
558	4729	3731
559	4737	3722
560	4746	3714
561	4754	3705
562	4763	3697
563	4771	3688
564	4779	3679
565	4788	3671
566	4796	3662
567	4804	3654
568	4813	3645
569	4821	3637
570	4829	3628
571	4838	3620
572	4846	3611
573	4854	3603
574	4863	3594
575	4871	3586
576	4880	3578
577	4888	3569
578	4897	3560
579	4905	3552
580	4914	3544
581	4922	3535
582	4930	3526
583	4939	3518
584	4947	3509
585	4956	3501
586	4964	3492
587	4973	3484
588	4981	3475
589	4989	3467
590	4997	3458
591	5006	3450
592	5014	3441
593	5023	3433
594	5031	3424
595	5040	3416
596	5048	3408
597	5057	3399
598	5066	3391
599	5074	3382
600	5082	3374
601	5091	3365
602	5099	3357
603	5107	3348
604	5116	3340
605	5124	3332
606	5133	3323
607	5141	3315
608	5150	3306
609	5158	3297
610	5166	3289
611	5174	3280
612	5183	3272
613	5191	3263
614	5200	3255
615	5208	3246
616	5216	3238
617	5224	3229
618	5232	3220
619	5241	3212
620	5249	3203
621	5257	3195
622	5266	3186
623	5275	3178
624	5283	3170
625	5291	3161
626	5300	3153
627	5308	3144
628	5317	3136
629	5325	3127
630	5333	3119
631	5342	3110
632	5350	3102
633	5358	3093
634	5367	3085
635	5375	3076
636	5384	3068
637	5393	3059
638	5401	3051
639	5410	3043
640	5418	3034
641	5426	3026
642	5435	3017
643	5443	3009
644	5452	3000
645	5460	2992
646	5468	2983
647	5476	2975
648	5484	2966
649	5493	2958
650	5501	2949
651	5509	2940
652	5518	2932
653	5526	2923
654	5535	2915
655	5543	2906
656	5552	2898
657	5560	2890
658	5568	2881
659	5577	2873
660	5585	2864
661	5593	2856
662	5602	2847
663	5610	2839
664	5619	2830
665	5627	2822
666	5636	2813
667	5644	2805
668	5652	2796
669	5661	2788
670	5669	2779
671	5677	2771
672	5686	2762
673	5694	2754
674	5702	2745
675	5711	2737
676	5719	2729
677	5728	2720
678	5737	2712
679	5744	2703
680	5753	2694
681	5761	2686
682	5769	2678
683	5778	2669
684	5786	2661
685	5795	2652
686	5803	2644
687	5812	2635
688	5820	2627
689	5828	2618
690	5837	2610
691	5845	2601
692	5853	2593
693	5861	2584
694	5870	2576
695	5878	2567
696	5887	2559
697	5895	2550
698	5904	2542
699	5913	2534
700	5921	2525
701	5929	2517
702	5938	2508
703	5946	2500
704	5954	2491
705	5963	2483
706	5971	2474
707	5979	2466
708	5988	2457
709	5996	2449
710	6005	2440
711	6013	2432
712	6021	2423
713	6029	2415
714	6037	2406
715	6046	2398
716	6054	2389
717	6062	2381
718	6071	2372
719	6080	2364
720	6088	2355
721	6096	2347
722	6105	2338
723	6113	2330
724	6121	2321
725	6129	2313
726	6138	2305
727	6147	2296
728	6155	2288
729	6163	2279
730	6171	2271
731	6179	2262
732	6187	2253
733	6196	2245
734	6204	2237
735	6213	2228
736	6221	2220
737	6230	2211
738	6238	2203
739	6246	2194
740	6255	2186
741	6263	2177
742	6271	2169
743	6280	2160
744	6288	2152
745	6296	2143
746	6304	2135
747	6313	2126
748	6321	2118
749	6330	2110
750	6338	2101
751	6346	2093
752	6355	2084
753	6363	2076
754	6371	2067
755	6379	2059
756	6387	2050
757	6395	2041
758	6404	2033
759	6412	2025
760	6421	2016
761	6429	2008
762	6438	1999
763	6446	1991
764	6455	1983
765	6463	1974
766	6471	1965
767	6480	1957
768	6488	1949
769	6496	1940
770	6505	1932
771	6513	1923
772	6522	1915
773	6530	1906
774	6538	1898
775	6546	1889
776	6555	1881
777	6563	1872
778	6571	1864
779	6579	1855
780	6588	1847
781	6596	1838
782	6605	1830
783	6613	1821
784	6621	1813
785	6629	1805
786	6638	1796
787	6646	1788
788	6654	1779
789	6662	1771
790	6670	1762
791	6679	1754
792	6688	1745
793	6696	1737
794	6705	1729
795	6713	1720
796	6721	1712
797	6730	1703
798	6738	1695
799	6747	1686
800	6756	1678
801	6764	1670
802	6772	1661
803	6780	1653
804	6789	1644
805	6798	1636
806	6806	1627
807	6815	1619
808	6823	1610
809	6831	1602
810	6839	1593
811	6847	1585
812	6856	1577
813	6864	1568
814	6873	1560
815	6881	1551
816	6889	1543
817	6898	1534
818	6906	1526
819	6915	1517
820	6923	1509
821	6931	1501
822	6940	1492
823	6948	1484
824	6956	1475
825	6965	1467
826	6973	1458
827	6981	1450
828	6990	1441
829	6998	1433
830	7006	1424
831	7015	1416
832	7023	1408
833	7032	1399
834	7040	1391
835	7048	1382
836	7060	1374
837	7068	1366
838	7077	1358
839	7085	1349
840	7093	1341
841	7102	1332
842	7110	1324
843	7119	1315
844	7127	1307
845	7136	1299
846	7144	1290
847	7152	1282
848	7160	1273
849	7169	1265
850	7177	1256
851	7185	1248
852	7193	1239
853	7202	1231
854	7210	1222
855	7218	1214
856	7226	1205
857	7235	1197
858	7243	1188
859	7251	1180
860	7260	1172
861	7268	1163
862	7276	1155
863	7285	1146
864	7293	1138
865	7301	1129
866	7310	1121
867	7318	1112
868	7326	1104
869	7334	1096
870	7343	1087
871	7351	1079
872	7359	1070
873	7367	1062
874	7376	1053
875	7384	1045
876	7393	1036
877	7401	1028
878	7409	1019
879	7417	1011
880	7425	1003
881	7434	994
882	7442	986
883	7450	977
884	7459	969
885	7467	960
886	7475	952
887	7484	943
888	7492	935
889	7500	927
890	7509	918
891	7517	910
892	7526	901
893	7534	893
894	7543	884
895	7551	876
896	7559	868
897	7568	859
898	7576	851
899	7584	842
900	7592	834
901	7601	825
902	7609	817
903	7617	808
904	7625	800
905	7634	792
906	7642	783
907	7650	775
908	7659	766
909	7668	758
910	7676	749
911	7685	741
912	7693	733
913	7701	724
914	7710	716
915	7719	707
916	7727	699
917	7737	691
918	7748	682
919	7757	674
920	7765	666
921	7776	657
922	7785	649
923	7793	641
924	7802	632
925	7811	624
926	7820	615
927	7828	607
928	7836	598
929	7844	590
930	7853	582
931	7861	573
932	7870	565
933	7878	556
934	7886	548
935	7895	539
936	7903	531
937	7912	522
938	7920	514
939	7929	506
940	7938	497
941	7946	489
942	7954	480
943	7963	472
944	7971	463
945	7979	455
946	7988	447
947	7996	438
948	8004	430
949	8013	421
950	8021	413
951	8029	404
952	8038	396
953	8046	387
954	8055	379
955	8063	371
956	8071	362
957	8080	354
958	8088	345
959	8096	337
960	8105	328
961	8114	320
962	8122	312
963	8130	303
964	8139	295
965	8147	286
966	8155	278
967	8164	269
968	8172	261
969	8180	253
970	8188	244
971	8197	236
972	8205	227
973	8214	219
974	8222	210
975	8230	202
976	8238	193
977	8247	185
978	8255	177
979	8263	168
980	8272	160
981	8280	151
982	8289	143
983	8297	134
984	8306	126
985	8314	118
986	8323	109
987	8331	101
988	8340	92
989	8348	84
990	8357	75
991	8365	67
992	8374	59
993	8382	50
994	8390	42
995	8399	33
996	8408	25
997	8417	16
998	8425	8
999	8433	0
