Percobaan,Model,Accuracy,Precision,Recall,F1-Score
ANN Percobaan baseline imbalance,ANN,0.8607671764991502,0.861251961072165,0.8209807646955488,0.8368333850903478
ANN Percobaan normalisasi imbalance,ANN,0.8750910415149308,0.8681289048071029,0.8361747657803436,0.8488548477573458
ANN Percobaan pca 7 imbalance,ANN,0.8175528040786598,0.8309886851403364,0.7587848658616185,0.7856932223792201
ANN Percobaan pca 6 imbalance,ANN,0.7920611798980335,0.8031134280571788,0.734525173878195,0.7599971040305828
ANN Percobaan pca 5 imbalance,ANN,0.7333090555960184,0.741937711567455,0.6592875038855011,0.6866584955144494
